Rank	Soil	Compartment	OTU_ID	baseMean	estimate	stderror	statistic	p.value	p.adjusted	Kingdom	Phylum	Class	Order	Family	Genus	Species	Clustering	Assignment	PhyClass
766	OTU	B	RS	New.ReferenceOTU1216	4.15753376519191	6.85608120756894	0.94252855234502	7.27413635428968	3.48643696396675e-13	2.13962636478639e-09	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus	unclassified	DeNovo	Microbial	Actinobacteria
767	OTU	B	RS	New.ReferenceOTU196	9.62487314257958	-2.59086429519489	0.544226374366101	-4.76063714885676	1.92982738121478e-06	0.0118433506385151	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	DeNovo	Microbial	Proteobacteria.Betaproteobacteria
768	OTU	B	RS	New.ReferenceOTU197	10.9317870767446	-2.28999170566322	0.424832040374111	-5.39034603804043	7.03221411890575e-08	0.000431566980477246	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified	DeNovo	Microbial	Bacteroidetes
769	OTU	B	RS	New.ReferenceOTU518	0.448096200705568	-3.93915321158945	0.817994299872189	-4.81562428027303	1.46740399614172e-06	0.00900545832432171	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	unclassified	DeNovo	Microbial	Firmicutes
770	OTU	B	RS	New.ReferenceOTU204	0.829077150919388	-2.57540212000175	0.543636816992784	-4.73735780856051	2.16522676471408e-06	0.0132879966550503	Bacteria	Acidobacteria	BPC102	MVS-40	unclassified	unclassified	unclassified	DeNovo	Microbial	Acidobacteria
771	OTU	B	RS	New.ReferenceOTU1172	14.7598395416529	-1.65079895206538	0.339433057331488	-4.8634006512018	1.15385953374816e-06	0.00708123595861248	Bacteria	WS3	PRR-12	Sediment-1	unclassified	unclassified	unclassified	DeNovo	Microbial	WS3
772	OTU	B	RS	New.ReferenceOTU1007	1.41398148325936	2.56237499001341	0.470761930237141	5.44303781897283	5.23795207433251e-08	0.000321453118801786	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Isosphaeraceae	unclassified	unclassified	DeNovo	Microbial	Planctomycetes
773	OTU	B	RS	New.ReferenceOTU1480	2.82799643643291	-2.50303569197054	0.555761704487789	-4.50379303172289	6.67512181758865e-06	0.0409652225945415	Bacteria	KSB3	unclassified	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	KSB3
774	OTU	B	RS	New.ReferenceOTU27	8.74405500531343	2.21605391323494	0.39916441591179	5.55173213066332	2.82852792958366e-08	0.000173586759038549	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	DeNovo	unassigned	unassigned
775	OTU	B	RS	New.ReferenceOTU1542	0.498560605868626	2.63726696039399	0.569848761080135	4.62801209814883	3.6919245429378e-06	0.0226573409200093	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	unclassified	unclassified	DeNovo	Microbial	Planctomycetes
776	OTU	B	RS	New.ReferenceOTU535	13.9281128008226	4.0731677714001	0.789354967687763	5.16012179328082	2.46789240324319e-07	0.00151454556787035	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	flexus	DeNovo	Microbial	Firmicutes
777	OTU	B	RS	New.ReferenceOTU596	0.604694093139952	7.11303859419	1.45357585474189	4.89347602396236	9.90703886322491e-07	0.00607994975036113	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	unclassified	DeNovo	Microbial	Actinobacteria
778	OTU	B	RS	New.ReferenceOTU1155	12.9422083407514	1.997037966751	0.40135310926085	4.97576303925695	6.49911130106506e-07	0.00398850460546362	Bacteria	Chloroflexi	Anaerolineae	SBR1031	oc28	unclassified	unclassified	DeNovo	Microbial	Chloroflexi
779	OTU	B	RS	New.ReferenceOTU441	1.59726879189986	-2.15011139336888	0.4692989632375	-4.58153876696457	4.61567017113881e-06	0.0283263678402789	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	unclassified	DeNovo	Microbial	Firmicutes
780	OTU	B	RS	New.ReferenceOTU1526	0.896758000898298	-1.72662976276661	0.360351486858636	-4.79151557780018	1.65526165967961e-06	0.0101583408054538	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	unclassified	unclassified	unclassified	DeNovo	Microbial	Verrucomicrobia
781	OTU	B	RS	New.ReferenceOTU1043	1.02970157009901	-4.17208254017395	0.607644326798385	-6.86599439207509	6.6029667695053e-12	4.0522407064454e-08	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	DeNovo	unassigned	unassigned
782	OTU	B	RS	New.ReferenceOTU1044	12.5278489130551	-2.78169484217249	0.492236173450999	-5.65113860419971	1.59388500929194e-08	9.78167230202464e-05	Bacteria	Firmicutes	Clostridia	OPB54	unclassified	unclassified	unclassified	DeNovo	Microbial	Firmicutes
783	OTU	B	RS	New.ReferenceOTU658	54.0939797265403	-4.06056173785651	0.656907045090562	-6.18133382523964	6.35622452043818e-10	3.90081498819291e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified	unclassified	DeNovo	Microbial	Firmicutes
784	OTU	B	RS	New.ReferenceOTU1052	0.383193271837777	3.8060749189141	0.763127909210796	4.98746654784285	6.11762081248958e-07	0.00375438389262485	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified	DeNovo	Microbial	Actinobacteria
785	OTU	B	RS	New.ReferenceOTU1187	2.25878981267513	-2.42813803518339	0.516272096089896	-4.70321377733456	2.56098023937708e-06	0.0157167357290571	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
786	OTU	B	RS	New.CleanUp.ReferenceOTU30910	0.531506987751382	-2.43464926835995	0.545341034672946	-4.46445272511001	8.02736697582318e-06	0.0492639511306269	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	unclassified	DeNovo	Microbial	Acidobacteria
787	OTU	B	RS	New.CleanUp.ReferenceOTU38154	0.510366811906471	2.62550765101695	0.525902750881356	4.99238242549003	5.96390193335654e-07	0.00366004661650091	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolinaceae	Anaerolinea	unclassified	DeNovo	Microbial	Chloroflexi
788	OTU	B	RS	New.CleanUp.ReferenceOTU48667	0.893268478038411	3.01922061284047	0.665603772785097	4.53606294959401	5.73140795774179e-06	0.0351736506366614	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	unclassified	unclassified	DeNovo	Microbial	Actinobacteria
789	OTU	B	RS	New.CleanUp.ReferenceOTU49890	1.52042059277899	-3.17717041714209	0.644858065717504	-4.92692979439902	8.35317510439762e-07	0.00512634356156882	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	DeNovo	Microbial	Proteobacteria.Betaproteobacteria
790	OTU	B	RS	New.CleanUp.ReferenceOTU50556	0.406230228256748	-4.28548982999449	0.916462082013934	-4.67612344700294	2.92348660651563e-06	0.0179414373041864	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	DeNovo	unassigned	unassigned
791	OTU	B	RS	New.CleanUp.ReferenceOTU50956	2.78511947949797	2.9332904236631	0.362931958889774	8.08220480950803	6.3606162863821e-16	3.9035102149527e-12	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	Chloroflexi
792	OTU	B	RS	New.CleanUp.ReferenceOTU61708	2.91386391661511	-2.75296802682875	0.526269146407252	-5.23110284086153	1.68501729461398e-07	0.0010340951137046	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	DeNovo	unassigned	unassigned
793	OTU	B	RS	New.CleanUp.ReferenceOTU63764	3.06032097413601	-2.54349427569116	0.4635137967321	-5.48741869955866	4.07849624217903e-08	0.000250297314382527	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
794	OTU	B	RS	New.CleanUp.ReferenceOTU91881	0.537419389382363	-2.34879591691295	0.517073415176378	-4.54248052205846	5.55961348648622e-06	0.0341193479665659	Bacteria	Acidobacteria	BPC102	MVS-40	unclassified	unclassified	unclassified	DeNovo	Microbial	Acidobacteria
795	OTU	B	RS	New.CleanUp.ReferenceOTU95901	0.555972828996318	-4.29514409804977	0.804328849514092	-5.34003486340759	9.29287089945752e-08	0.000570303487099708	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	DeNovo	unassigned	unassigned
796	OTU	B	RS	New.CleanUp.ReferenceOTU99203	0.607445940953985	2.30111416545887	0.515549982204048	4.463416244573	8.06631372802822e-06	0.0495029673489092	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	DeNovo	Microbial	Actinobacteria
797	OTU	B	RS	New.CleanUp.ReferenceOTU108654	0.463480509370537	-4.30036538378513	0.82208812590626	-5.231027244244	1.68570660737682e-07	0.00103451814494716	Bacteria	Cyanobacteria	4C0d-2	YS2	unclassified	unclassified	unclassified	DeNovo	Microbial	Cyanobacteria
798	OTU	B	RS	New.CleanUp.ReferenceOTU114518	0.285790773672031	-5.01498770408659	1.02236844374975	-4.9052645694864	9.33014910678248e-07	0.00572591250683241	Bacteria	GN02	3BR-5F	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	GN02
799	OTU	B	RS	New.CleanUp.ReferenceOTU122736	0.651235430294774	-2.63143118179275	0.561589904540943	-4.68568106462622	2.79030491160466e-06	0.0171241012425178	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	unclassified	unclassified	DeNovo	Microbial	Chlorobi
800	OTU	B	RS	New.CleanUp.ReferenceOTU123331	0.336508075781979	-3.49064445277704	0.703794313288619	-4.95975086309849	7.05836438699715e-07	0.00433171822430015	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified	DeNovo	Microbial	Acidobacteria
801	OTU	B	RS	New.CleanUp.ReferenceOTU134236	3.81138018803097	-2.96244355413566	0.635756173349444	-4.65971653649575	3.16645137863715e-06	0.0194325121106962	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	DeNovo	unassigned	unassigned
802	OTU	B	RS	New.CleanUp.ReferenceOTU145580	0.587646206483355	-2.59481905099291	0.563220350972761	-4.60711166865914	4.08300757142001e-06	0.0250574174658046	Bacteria	MVS-104	unclassified	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	MVS-104
803	OTU	B	RS	New.CleanUp.ReferenceOTU153153	2.92931823051296	-2.00947390268888	0.312689579112274	-6.42641788189353	1.30645945420544e-10	8.01774167045877e-07	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
804	OTU	B	RS	New.CleanUp.ReferenceOTU156442	2.70000862545133	2.724052404671	0.38495628433218	7.07626428127201	1.48092316699902e-12	9.08842547587298e-09	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	DeNovo	unassigned	unassigned
805	OTU	B	RS	New.CleanUp.ReferenceOTU156696	2.5282334870568	2.3776069616802	0.516865489767537	4.60004973972926	4.22390071393366e-06	0.0259220786814109	Bacteria	Chloroflexi	C0119	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	Chloroflexi
806	OTU	B	RS	New.CleanUp.ReferenceOTU174660	1.83800648426879	7.93728411396949	1.35841750359985	5.84303727899225	5.12575411230971e-09	3.14567529872447e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinopolysporaceae	Actinopolyspora	unclassified	DeNovo	Microbial	Actinobacteria
807	OTU	B	RS	New.CleanUp.ReferenceOTU186566	3.17283857552676	-3.54988506298803	0.700222772231056	-5.0696509793267	3.98545877943224e-07	0.00244587605293757	Bacteria	OP8	OP8_2	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	OP8
808	OTU	B	RS	New.CleanUp.ReferenceOTU190921	0.87456421858586	-4.31992021859981	0.802169948519077	-5.38529301250317	7.23267252449858e-08	0.000443869112828478	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	DeNovo	Microbial	Firmicutes
809	OTU	B	RS	New.CleanUp.ReferenceOTU191263	0.566589264491563	-3.21303525218081	0.66758283547025	-4.8129386818604	1.4872693331915e-06	0.00912737189779625	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
810	OTU	B	RS	New.CleanUp.ReferenceOTU201215	2.52576719477619	-2.41646184227291	0.51138468526851	-4.72533087494419	2.29740972875134e-06	0.0140992035053469	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	unclassified	unclassified	DeNovo	Microbial	Chlorobi
811	OTU	B	RS	New.CleanUp.ReferenceOTU205906	1.51548955498389	2.91034188752462	0.646300258593175	4.50308018421603	6.69755993573907e-06	0.0411029253256307	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus	unclassified	DeNovo	Microbial	Firmicutes
812	OTU	B	RS	New.CleanUp.ReferenceOTU224583	0.682701202109546	6.61138616838652	1.23117581054188	5.36997731093876	7.87465488589006e-08	0.000483267570347073	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	DeNovo	Microbial	Actinobacteria
813	OTU	B	RS	New.CleanUp.ReferenceOTU231125	0.804347168806032	3.54283609700483	0.751183782132524	4.71633730822452	2.40128212588482e-06	0.0147366684065551	Bacteria	Chloroflexi	C0119	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	Chloroflexi
814	OTU	B	RS	New.CleanUp.ReferenceOTU245729	1.37833410144222	-2.00102821589466	0.415364077709526	-4.81752834026738	1.45347451794764e-06	0.00891997311664467	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	unclassified	DeNovo	Microbial	Acidobacteria
815	OTU	B	RS	New.CleanUp.ReferenceOTU252136	1.48424628141713	-2.0812476587607	0.408230215859194	-5.09822050869101	3.42861287874183e-07	0.00210413972368386	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified	DeNovo	Microbial	Acidobacteria
816	OTU	B	RS	New.CleanUp.ReferenceOTU258545	1.53807988694294	-2.8318924251525	0.505524978407911	-5.60188427102297	2.12034109581867e-08	0.000130125333050392	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified	DeNovo	Microbial	Acidobacteria
817	OTU	B	RS	New.CleanUp.ReferenceOTU270088	0.427229701818812	-5.57055123411777	1.18244759291722	-4.71103435575917	2.46462679419148e-06	0.0151254146359531	Bacteria	GN02	BB34	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	GN02
818	OTU	B	RS	New.CleanUp.ReferenceOTU272012	1.24331648229315	-4.40995447460459	0.665335377189217	-6.62816772683114	3.39879157698798e-11	2.08583839079752e-07	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	unclassified	DeNovo	Microbial	Firmicutes
819	OTU	B	RS	New.CleanUp.ReferenceOTU275822	1.69276868237874	-1.68151268876901	0.359149388137385	-4.6819310969445	2.84185010651933e-06	0.0174404341037091	Bacteria	Chlorobi	OPB56	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	Chlorobi
820	OTU	B	ES	1033426	22.6228439989442	3.14130238749834	0.385458860312098	8.14951402324724	3.65389662856372e-16	1.23940173640881e-12	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	unclassified	Reference	Microbial	Actinobacteria
821	OTU	B	ES	1128417	1.96503874914636	3.66545794143	0.829094505154218	4.42103755198353	9.82280995410656e-06	0.0333189713643294	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified	Reference	Microbial	Actinobacteria
822	OTU	B	ES	578392	15.2993620549633	3.63658157139788	0.683884813567334	5.3175352036675	1.0518233886569e-07	0.00035677849343242	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
823	OTU	B	ES	1084157	28.7168863342701	2.17838385397179	0.370431135192471	5.8806715932232	4.08605161206836e-09	1.38598870681359e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Phycicoccus	unclassified	Reference	Microbial	Actinobacteria
824	OTU	B	ES	665877	6.54306500376073	1.97194277030687	0.410930071447871	4.7987307508524	1.59674274633824e-06	0.00541615139557931	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	Reference	Microbial	Actinobacteria
825	OTU	B	ES	212027	25.7862667600489	1.50834164144341	0.269260692203559	5.60178921438377	2.12150446422276e-08	7.19614314264362e-05	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified	Reference	Microbial	Chloroflexi
826	OTU	B	ES	4297391	9.18168937914933	2.67011615841646	0.536455659198145	4.97732871791782	6.44677858801677e-07	0.00218674729705529	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Terracoccus	unclassified	Reference	Microbial	Actinobacteria
827	OTU	B	ES	213535	9.93928289615245	2.8711094612895	0.608092548936326	4.72150080824315	2.34110700811502e-06	0.00794103497152614	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	Reference	Microbial	Actinobacteria
828	OTU	B	ES	1009440	16.0200057613265	2.73698525587911	0.578535511997381	4.73088548433221	2.23542603894882e-06	0.00758256512411441	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Alphaproteobacteria
829	OTU	B	ES	865748	1.78795264085815	4.10202820594674	0.786068699538746	5.21840929215697	1.80466321963354e-07	0.000612141764099696	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
830	OTU	B	ES	890516	2.2596791570313	4.39844382067954	0.754402894558375	5.83036445433361	5.53064481223776e-09	1.87599472031105e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Sporichthyaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
831	OTU	B	ES	531901	298.099077493092	-1.60238512747494	0.34688823201163	-4.61931244592124	3.85013720890335e-06	0.0130596654126002	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
832	OTU	B	ES	1081815	33.3542766858793	2.80825226060471	0.583605901616808	4.81189832526505	1.49503411077303e-06	0.00507115570374212	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
833	OTU	B	ES	241899	1.94669350548348	3.51236843957956	0.772699090198301	4.54558376492738	5.4783204240378e-06	0.0185824628783362	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
834	OTU	B	ES	668615	14.1245969200735	2.93505914062286	0.59940482611594	4.89662247072923	9.74978931718557e-07	0.00330712853638935	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	Reference	Microbial	Actinobacteria
835	OTU	B	ES	994098	1.09431287817484	5.05502841773343	1.10794892719588	4.56251032304102	5.05456075716952e-06	0.017145070088319	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified	Reference	Microbial	Actinobacteria
836	OTU	B	ES	332725	65.0350586183022	4.32810894785891	0.556377894761098	7.77908142759221	7.3053031805117e-15	2.47795883882957e-11	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
837	OTU	B	ES	563670	3.8506476094715	3.62402615095271	0.562487517681532	6.44285612930625	1.17245828484489e-10	3.97697850219387e-07	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	Reference	Microbial	Actinobacteria
838	OTU	B	ES	3329863	56.7869928984533	-1.24936328429668	0.262751155848049	-4.75492973670951	1.98515446968367e-06	0.00673364396116701	Bacteria	Acidobacteria	Acidobacteria-6	CCU21	unclassified	unclassified	unclassified	Reference	Microbial	Acidobacteria
839	OTU	B	ES	694856	108.011666011894	-4.49249174799757	0.698863225170711	-6.42828465741661	1.29051906831431e-10	4.37744067972215e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Pleomorphomonas	unclassified	Reference	Microbial	Proteobacteria.Alphaproteobacteria
840	OTU	B	ES	364805	12.2884055302401	1.9964311973479	0.432534643838063	4.61565616948673	3.91855241562797e-06	0.0132917297938101	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
841	OTU	B	ES	267851	3.93431593739512	3.24953331603202	0.584678704478982	5.55781028304724	2.73180074038278e-08	9.26626811137838e-05	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	unclassified	Reference	Microbial	Actinobacteria
842	OTU	B	ES	236820	10.1481479840171	10.4596624549672	1.31645280184532	7.94533798728335	1.93662015528448e-15	6.56901556672496e-12	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	unclassified	Reference	Microbial	Actinobacteria
843	OTU	B	ES	112867	95.5727848155699	1.02117518347377	0.212594298172435	4.80339873765331	1.5599479742349e-06	0.00529134352860477	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified	Reference	Microbial	Chloroflexi
844	OTU	B	ES	813418	43.6107233073465	4.44668331884666	0.702305919441192	6.33154754324835	2.42714355664975e-10	8.23287094415596e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	unclassified	Reference	Microbial	Proteobacteria.Alphaproteobacteria
845	OTU	B	ES	1083949	6.57122440392515	2.24999610899926	0.446213813014645	5.04241698345949	4.59688206171764e-07	0.00155926239533462	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Sporichthyaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
846	OTU	B	ES	359433	76.4017770272647	-1.1868934583623	0.205577019174222	-5.77347343166036	7.76538554182565e-09	2.63401877578726e-05	Bacteria	Acidobacteria	Acidobacteria-6	CCU21	unclassified	unclassified	unclassified	Reference	Microbial	Acidobacteria
847	OTU	B	ES	158859	0.709196477275636	6.74611316187295	1.47527753501571	4.57277563153641	4.81305451111083e-06	0.0163258809016879	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	unclassified	Reference	Microbial	Actinobacteria
848	OTU	B	ES	2616888	10.5999714058772	2.96699454655999	0.469303693682288	6.3221205937676	2.57997902567031e-10	8.75128885507369e-07	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
849	OTU	B	ES	236435	20.1909113655387	-3.07598723767304	0.478322697539397	-6.43077832914188	1.26952187808143e-10	4.30621821045221e-07	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
850	OTU	B	ES	2741780	2.64714155632992	2.74028572387243	0.574706857654295	4.76814516370502	1.85929797566949e-06	0.0063067387334709	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
851	OTU	B	ES	206278	42.017465823609	1.5999326217372	0.250815684894341	6.37891773957913	1.78343793441001e-10	6.04942147351874e-07	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified	Reference	Microbial	Chloroflexi
852	OTU	B	ES	250148	74.3151105428987	1.82427605352329	0.383751007827657	4.7538013355331	1.99627203444615e-06	0.00677135474084133	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
853	OTU	B	ES	104310	8.65657169473163	3.46790424690315	0.484538416534911	7.15712960739676	8.23838019904308e-13	2.79445856351541e-09	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
854	OTU	B	ES	939546	52.8495327943963	2.03440711258657	0.370017679502905	5.4981348872834	3.83829286188072e-08	0.000130194893874994	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Geodermatophilus	unclassified	Reference	Microbial	Actinobacteria
855	OTU	B	ES	190663	20.264351300197	1.81004696366075	0.390460291069815	4.63567488182073	3.55774785330211e-06	0.0120678807184008	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
856	OTU	B	ES	996116	86.2126563896751	4.59168768039557	0.585463985195682	7.8428183398179	4.40545090455852e-15	1.49432894682625e-11	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
857	OTU	B	ES	1082846	54.4516285156347	6.02883889818984	1.26762191822478	4.75602292096119	1.97444061757512e-06	0.0066973025748148	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified	Reference	Microbial	Actinobacteria
858	OTU	B	ES	538093	3.80722373957237	3.18042643806384	0.695763543771894	4.57113119325284	4.85098447115291e-06	0.0164545393261507	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinomycetospora	unclassified	Reference	Microbial	Actinobacteria
859	OTU	B	ES	978664	1.37709343729013	5.78298809228636	1.10321140074409	5.24195823972257	1.58881333475761e-07	0.000538925483149782	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	unclassified	Reference	Microbial	Actinobacteria
860	OTU	B	ES	1121483	14.0261203734258	5.87193937098085	0.672368489959424	8.73321617337422	2.47531356910663e-18	8.39626362640968e-15	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	Reference	Microbial	Actinobacteria
861	OTU	B	ES	4366345	7.83712936256987	3.44641932777721	0.725704579056737	4.74906653097991	2.04357711008608e-06	0.006931813557412	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	Reference	Microbial	Actinobacteria
862	OTU	B	ES	944435	6.87503628377467	4.43791919578134	0.675809600243642	6.56681881136549	5.1401527955293e-11	1.74353982824354e-07	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
863	OTU	B	ES	1037355	225.529724995518	3.34531447379071	0.537935212374439	6.21880553054807	5.0095371290302e-10	1.69923499416705e-06	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified	Reference	Microbial	Actinobacteria
